2023-03-15 19:26:31,158 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-15 19:26:31,159 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-15 19:26:31,161 [INFO   ] [CONTROLLER] starting the match
2023-03-15 19:26:31,161 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-15 19:26:31,162 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-15 19:26:31,163 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-15 19:26:31,164 [INFO   ] [INFORMATION] information channel established
2023-03-15 19:26:31,182 [INFO   ] [CONNECTION] fd=1328 connection established: peer=127.0.0.1:65322
2023-03-15 19:26:31,183 [INFO   ] [EXECUTION] fd=1328 'TraderOne' is ready!
2023-03-15 19:26:32,080 [INFO   ] [CONNECTION] fd=1340 connection established: peer=127.0.0.1:65323
2023-03-15 19:26:36,174 [INFO   ] [CONTROLLER] market open
2023-03-15 20:17:15,129 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-15 20:17:15,130 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-15 20:17:15,132 [INFO   ] [CONTROLLER] starting the match
2023-03-15 20:17:15,133 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-15 20:17:15,135 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-15 20:17:15,137 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-15 20:17:15,137 [INFO   ] [INFORMATION] information channel established
2023-03-15 20:17:15,176 [INFO   ] [CONNECTION] fd=1012 connection established: peer=127.0.0.1:50424
2023-03-15 20:17:15,176 [INFO   ] [EXECUTION] fd=1012 'TraderOne' is ready!
2023-03-15 20:17:16,542 [INFO   ] [CONNECTION] fd=1108 connection established: peer=127.0.0.1:50425
2023-03-15 20:17:20,154 [INFO   ] [CONTROLLER] market open
2023-03-15 20:32:16,624 [INFO   ] [MARKET_EVENTS] reader thread complete after processing 461484 market events
2023-03-15 20:32:20,179 [INFO   ] [TIMER] shutting down the match: time=900.015000 reason='match complete'
2023-03-15 20:32:20,179 [INFO   ] [COMPETITOR] 'TraderOne' closing execution channel at time=900.015000
2023-03-15 20:32:20,181 [INFO   ] [CONNECTION] fd=1012 connection lost
2023-03-15 20:32:20,184 [INFO   ] [SCORE_BOARD] writer thread complete after processing 3601 score records
2023-03-15 20:32:20,184 [INFO   ] [MATCH_EVENTS] writer thread complete after processing 471750 match events
2023-03-15 20:32:20,186 [INFO   ] [APP] closing event loop
2023-03-18 03:20:35,193 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader.py}
2023-03-18 03:20:35,194 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-18 03:20:35,195 [INFO   ] [CONTROLLER] starting the match
2023-03-18 03:20:35,195 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-18 03:20:35,197 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-18 03:20:35,199 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-18 03:20:35,199 [INFO   ] [INFORMATION] information channel established
2023-03-18 03:20:35,218 [INFO   ] [CONNECTION] fd=1088 connection established: peer=127.0.0.1:63398
2023-03-18 03:20:35,218 [INFO   ] [EXECUTION] fd=1088 'TraderOne' is ready!
2023-03-18 03:20:36,632 [INFO   ] [CONNECTION] fd=1100 connection established: peer=127.0.0.1:63399
2023-03-18 03:20:40,236 [INFO   ] [CONTROLLER] market open
2023-03-18 03:21:27,768 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader4.py}
2023-03-18 03:21:27,769 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-18 03:21:27,770 [INFO   ] [CONTROLLER] starting the match
2023-03-18 03:21:27,770 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-18 03:21:27,770 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-18 03:21:27,771 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-18 03:21:27,771 [INFO   ] [INFORMATION] information channel established
2023-03-18 03:21:28,728 [INFO   ] [CONNECTION] fd=1100 connection established: peer=127.0.0.1:63440
2023-03-18 03:21:32,789 [INFO   ] [CONTROLLER] market open
2023-03-18 03:22:07,121 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader4.py}
2023-03-18 03:22:07,121 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-18 03:22:07,121 [INFO   ] [CONTROLLER] starting the match
2023-03-18 03:22:07,121 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-18 03:22:07,121 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-18 03:22:07,121 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-18 03:22:07,121 [INFO   ] [INFORMATION] information channel established
2023-03-18 03:22:07,137 [INFO   ] [CONNECTION] fd=1088 connection established: peer=127.0.0.1:63456
2023-03-18 03:22:07,137 [INFO   ] [EXECUTION] fd=1088 'TraderOne' is ready!
2023-03-18 03:22:08,329 [INFO   ] [CONNECTION] fd=1100 connection established: peer=127.0.0.1:63457
2023-03-18 03:22:12,150 [INFO   ] [CONTROLLER] market open
2023-03-18 03:37:08,651 [INFO   ] [MARKET_EVENTS] reader thread complete after processing 461484 market events
2023-03-18 03:37:12,412 [INFO   ] [TIMER] shutting down the match: time=900.250000 reason='match complete'
2023-03-18 03:37:12,413 [INFO   ] [COMPETITOR] 'TraderOne' closing execution channel at time=900.250000
2023-03-18 03:37:12,414 [INFO   ] [CONNECTION] fd=1088 connection lost
2023-03-18 03:37:12,416 [INFO   ] [SCORE_BOARD] writer thread complete after processing 3508 score records
2023-03-18 03:37:12,417 [INFO   ] [MATCH_EVENTS] writer thread complete after processing 463241 match events
2023-03-18 03:37:12,418 [INFO   ] [APP] closing event loop
2023-03-18 03:41:35,689 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader4.py}
2023-03-18 03:41:35,689 [INFO   ] [APP] configuration={"Engine":{"MarketDataFile":"data/market_data1.csv","MarketEventInterval":0.05,"MarketOpenDelay":5.0,"MatchEventsFile":"match_events.csv","ScoreBoardFile":"score_board.csv","Speed":1.0,"TickInterval":0.25},"Execution":{"Host":"127.0.0.1","Port":12345},"Fees":{"Maker":-0.0001,"Taker":0.0002},"Hud":{"Host":"127.0.0.1","Port":12347},"Information":{"Type":"mmap","Name":"info.dat"},"Instrument":{"EtfClamp":0.002,"TickSize":1.0},"Limits":{"ActiveOrderCountLimit":10,"ActiveVolumeLimit":200,"MessageFrequencyInterval":1.0,"MessageFrequencyLimit":50,"PositionLimit":100},"Traders":{"TraderOne":"secret","TraderTwo":"secret"}}
2023-03-18 03:41:35,689 [INFO   ] [CONTROLLER] starting the match
2023-03-18 03:41:35,689 [INFO   ] [EXECUTION] starting execution server: host=127.0.0.1 port=12345
2023-03-18 03:41:35,693 [INFO   ] [INFORMATION] starting information publisher: type=mmap name=info.dat
2023-03-18 03:41:35,693 [INFO   ] [HEADS_UP] starting heads-up display server: host=127.0.0.1 port=12347
2023-03-18 03:41:35,693 [INFO   ] [INFORMATION] information channel established
2023-03-18 03:41:35,717 [INFO   ] [CONNECTION] fd=1100 connection established: peer=127.0.0.1:64716
2023-03-18 03:41:35,717 [INFO   ] [EXECUTION] fd=1100 'TraderOne' is ready!
2023-03-18 03:41:37,009 [INFO   ] [CONNECTION] fd=1088 connection established: peer=127.0.0.1:64717
2023-03-18 03:41:40,696 [INFO   ] [CONTROLLER] market open
2023-03-18 03:56:37,198 [INFO   ] [MARKET_EVENTS] reader thread complete after processing 461484 market events
2023-03-18 03:56:40,722 [INFO   ] [TIMER] shutting down the match: time=900.016000 reason='match complete'
2023-03-18 03:56:40,723 [INFO   ] [COMPETITOR] 'TraderOne' closing execution channel at time=900.016000
2023-03-18 03:56:40,742 [INFO   ] [CONNECTION] fd=1100 connection lost
2023-03-18 03:56:40,750 [INFO   ] [MATCH_EVENTS] writer thread complete after processing 462977 match events
2023-03-18 03:56:40,751 [INFO   ] [SCORE_BOARD] writer thread complete after processing 3129 score records
2023-03-18 03:56:40,752 [INFO   ] [APP] closing event loop
2023-03-18 14:39:48,816 [INFO   ] [APP] exchange started with arguments={rtg.py, run, autotrader4.py}
